"individual_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq06","saq07","saq08","hh_s3q00","saq04","saq05","hh_s3q01","hh_s3q02","hh_s3q03","hh_s3q04","hh_s3q05","hh_s3q06","hh_s3q07","hh_s3q08","hh_s3q09","hh_s3q10","hh_s3q11a","hh_s3q11b","hh_s3q11c","hh_s3q11d","hh_s3q11e","hh_s3q11f","hh_s3q12","hh_s3q13","hh_s3q14","hh_s3q15","hh_s3q16","hh_s3q17","hh_s3q18","hh_s3q19","hh_s3q20","hh_s3q21_a","hh_s3q21_b","hh_s3q21_c","hh_s3q22","hh_s3q23","hh_s3q24"
"0103030060504006","01030300605040","01030300605",1,2626.85595703125,1,3,3,6,5,40,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060504007","01030300605040","01030300605",1,2626.85595703125,1,3,3,6,5,40,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060504008","01030300605040","01030300605",1,2626.85595703125,1,3,3,6,5,40,8,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505201","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505202","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505203","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505204","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505205","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505206","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505207","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505208","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,8,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060505209","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,9,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,12,2,2001,92,92,1
"0103030060505210","01030300605052","01030300605",1,2626.85595703125,1,3,3,6,5,52,10,8,88,2,,,2,,7,1,2,2,,,,,,,,1,1,1,1,1,1,2,,1,29,4,2003,9,96,1
"0103030060506601","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,1,8,88,1,9,30,1,1,,1,12,1,2,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060506602","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,2,8,88,2,,,1,4,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060506603","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060506604","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060506605","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060506606","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060506607","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060506608","01030300605066","01030300605",1,2626.85595703125,1,3,3,6,5,66,8,8,88,1,9,60,1,7,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507801","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507802","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507803","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,3,8,88,2,,,1,1,,1,12,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,3,2,,,,,,
"0103030060507804","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507805","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507806","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507807","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507808","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,8,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507809","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,9,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060507810","01030300605078","01030300605",1,2626.85595703125,1,3,3,6,5,78,10,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060510001","01030300605100","01030300605",1,1374.51770019531,1,3,3,6,5,100,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060510002","01030300605100","01030300605",1,1374.51770019531,1,3,3,6,5,100,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060510003","01030300605100","01030300605",1,1374.51770019531,1,3,3,6,5,100,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060510701","01030300605107","01030300605",1,2626.85595703125,1,3,3,6,5,107,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060510702","01030300605107","01030300605",1,2626.85595703125,1,3,3,6,5,107,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060510703","01030300605107","01030300605",1,2626.85595703125,1,3,3,6,5,107,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060510704","01030300605107","01030300605",1,2626.85595703125,1,3,3,6,5,107,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,29,3,2001,12.6999998092651,91.0999984741211,1
"0103030060511901","01030300605119","01030300605",1,2626.85595703125,1,3,3,6,5,119,1,8,88,1,9,14,1,3,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060511902","01030300605119","01030300605",1,2626.85595703125,1,3,3,6,5,119,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060511903","01030300605119","01030300605",1,2626.85595703125,1,3,3,6,5,119,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060513101","01030300605131","01030300605",1,2626.85595703125,1,3,3,6,5,131,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103030060513102","01030300605131","01030300605",1,2626.85595703125,1,3,3,6,5,131,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010100101","01030400101001","01030400101",1,2422.92724609375,1,3,4,1,1,1,1,8,88,1,7,1,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010100102","01030400101001","01030400101",1,2422.92724609375,1,3,4,1,1,1,2,8,88,1,7,3,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010101401","01030400101014","01030400101",1,2422.92724609375,1,3,4,1,1,14,1,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010101402","01030400101014","01030400101",1,2422.92724609375,1,3,4,1,1,14,2,8,88,2,,,2,,3,1,1,1,2,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010101403","01030400101014","01030400101",1,2422.92724609375,1,3,4,1,1,14,3,8,88,2,,,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010101404","01030400101014","01030400101",1,2422.92724609375,1,3,4,1,1,14,4,8,88,2,,,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010101405","01030400101014","01030400101",1,2422.92724609375,1,3,4,1,1,14,5,8,88,2,,,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010101406","01030400101014","01030400101",1,2422.92724609375,1,3,4,1,1,14,6,8,88,1,7,7,1,2,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010101407","01030400101014","01030400101",1,2422.92724609375,1,3,4,1,1,14,7,8,88,2,,,2,,,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,14,6,2000,12.6000003814697,97.8000030517578,1
"0103040010102701","01030400101027","01030400101",1,2422.92724609375,1,3,4,1,1,27,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010102702","01030400101027","01030400101",1,2422.92724609375,1,3,4,1,1,27,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010102703","01030400101027","01030400101",1,2422.92724609375,1,3,4,1,1,27,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010104001","01030400101040","01030400101",1,2422.92724609375,1,3,4,1,1,40,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010104002","01030400101040","01030400101",1,2422.92724609375,1,3,4,1,1,40,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010104003","01030400101040","01030400101",1,2422.92724609375,1,3,4,1,1,40,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010105401","01030400101054","01030400101",1,2422.92724609375,1,3,4,1,1,54,1,8,88,2,,,2,,3,2,,2,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,
"0103040010105402","01030400101054","01030400101",1,2422.92724609375,1,3,4,1,1,54,2,8,88,2,,,2,,3,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010105403","01030400101054","01030400101",1,2422.92724609375,1,3,4,1,1,54,3,8,88,2,,,2,,5,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010105404","01030400101054","01030400101",1,2422.92724609375,1,3,4,1,1,54,4,8,88,2,,,2,,5,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010106701","01030400101067","01030400101",1,2422.92724609375,1,3,4,1,1,67,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010106702","01030400101067","01030400101",1,2422.92724609375,1,3,4,1,1,67,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010106703","01030400101067","01030400101",1,2422.92724609375,1,3,4,1,1,67,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010106704","01030400101067","01030400101",1,2422.92724609375,1,3,4,1,1,67,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,29,4,2002,10.3000001907349,81,1
"0103040010107701","01030400101077","01030400101",1,2682.5263671875,1,3,4,1,1,77,1,8,88,1,8,14,1,3,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010108501","01030400101085","01030400101",1,2422.92724609375,1,3,4,1,1,85,1,8,88,2,,,1,4,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010108502","01030400101085","01030400101",1,2422.92724609375,1,3,4,1,1,85,2,8,88,2,,,1,4,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010108503","01030400101085","01030400101",1,2422.92724609375,1,3,4,1,1,85,3,8,88,2,,,1,4,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010108504","01030400101085","01030400101",1,2422.92724609375,1,3,4,1,1,85,4,8,88,2,,,1,4,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010108505","01030400101085","01030400101",1,2422.92724609375,1,3,4,1,1,85,5,8,88,2,,,1,4,,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,29,6,2001,10.6999998092651,85.0999984741211,1
"0103040010110401","01030400101104","01030400101",1,2422.92724609375,1,3,4,1,1,104,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010110402","01030400101104","01030400101",1,2422.92724609375,1,3,4,1,1,104,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010110403","01030400101104","01030400101",1,2422.92724609375,1,3,4,1,1,104,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010110404","01030400101104","01030400101",1,2422.92724609375,1,3,4,1,1,104,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010110405","01030400101104","01030400101",1,2422.92724609375,1,3,4,1,1,104,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010110406","01030400101104","01030400101",1,2422.92724609375,1,3,4,1,1,104,6,8,88,1,7,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,22,11,2002,6.30000019073486,76,1
"0103040010111501","01030400101115","01030400101",1,2682.5263671875,1,3,4,1,1,115,1,8,88,1,7,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010111502","01030400101115","01030400101",1,2682.5263671875,1,3,4,1,1,115,2,8,88,1,7,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010111503","01030400101115","01030400101",1,2682.5263671875,1,3,4,1,1,115,3,8,88,1,7,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010112001","01030400101120","01030400101",1,2422.92724609375,1,3,4,1,1,120,1,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010112002","01030400101120","01030400101",1,2422.92724609375,1,3,4,1,1,120,2,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010112003","01030400101120","01030400101",1,2422.92724609375,1,3,4,1,1,120,3,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010112004","01030400101120","01030400101",1,2422.92724609375,1,3,4,1,1,120,4,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010112005","01030400101120","01030400101",1,2422.92724609375,1,3,4,1,1,120,5,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010112006","01030400101120","01030400101",1,2422.92724609375,1,3,4,1,1,120,6,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,18,1,1999,16.7999992370605,93.0999984741211,1
"0103040010112007","01030400101120","01030400101",1,2422.92724609375,1,3,4,1,1,120,7,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,3,2,2001,9,80.0999984741211,1
"0103040010113501","01030400101135","01030400101",1,2422.92724609375,1,3,4,1,1,135,1,8,88,1,9,60,1,2,,1,4,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010113502","01030400101135","01030400101",1,2422.92724609375,1,3,4,1,1,135,2,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010113503","01030400101135","01030400101",1,2422.92724609375,1,3,4,1,1,135,3,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103040010113504","01030400101135","01030400101",1,2422.92724609375,1,3,4,1,1,135,4,8,88,2,,,2,,6,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120200101","01030501202001","01030501202",1,2389.9775390625,1,3,5,12,2,1,1,8,88,2,,,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120200102","01030501202001","01030501202",1,2389.9775390625,1,3,5,12,2,1,2,8,88,1,9,2,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120200103","01030501202001","01030501202",1,2389.9775390625,1,3,5,12,2,1,3,8,88,1,9,0,2,,7,1,3,2,,,,,,,,1,1,1,1,1,1,2,,1,7,1,2002,8.69999980926514,76,1
"0103050120200104","01030501202001","01030501202",1,2389.9775390625,1,3,5,12,2,1,4,8,88,1,9,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,18,5,2003,6.59999990463257,67,1
"0103050120200105","01030501202001","01030501202",1,2389.9775390625,1,3,5,12,2,1,5,8,88,1,9,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120202201","01030501202022","01030501202",1,2389.9775390625,1,3,5,12,2,22,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120202202","01030501202022","01030501202",1,2389.9775390625,1,3,5,12,2,22,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120203601","01030501202036","01030501202",1,2389.9775390625,1,3,5,12,2,36,1,8,88,2,,,1,1,,1,6,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,,,,,,
"0103050120203602","01030501202036","01030501202",1,2389.9775390625,1,3,5,12,2,36,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120203603","01030501202036","01030501202",1,2389.9775390625,1,3,5,12,2,36,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120204301","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120204302","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120204303","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120204304","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120204305","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120204306","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,6,8,88,1,9,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120204307","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,7,8,88,1,9,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,21,11,2000,14.8999996185303,98,1
"0103050120204308","01030501202043","01030501202",1,2389.9775390625,1,3,5,12,2,43,8,8,88,1,9,0,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,1,10,6,2003,8.80000019073486,63,1
"0103050120205901","01030501202059","01030501202",1,336.616577148438,1,3,5,12,2,59,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120205902","01030501202059","01030501202",1,336.616577148438,1,3,5,12,2,59,2,8,88,2,,,1,3,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120205903","01030501202059","01030501202",1,336.616577148438,1,3,5,12,2,59,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120205904","01030501202059","01030501202",1,336.616577148438,1,3,5,12,2,59,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,3,3,2003,9.5,72,1
"0103050120206501","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120206502","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120206503","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120206504","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120206505","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120206506","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,6,8,88,2,,,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120206507","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,,3,2001,10.8000001907349,82,1
"0103050120206508","01030501202065","01030501202",1,2389.9775390625,1,3,5,12,2,65,8,8,88,2,,,2,,7,2,,2,,,,,,,,1,2,1,1,1,1,1,2,2,,,,,,
"0103050120208601","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,1,8,88,1,9,4,1,3,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120208602","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,2,8,88,1,9,2,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120208603","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,3,8,88,1,9,2,1,3,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120208604","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,4,8,88,1,9,2,1,2,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120208605","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,5,8,88,1,9,3,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120208606","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,6,8,88,1,9,0,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120208607","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,7,8,88,1,5,3,1,3,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120208608","01030501202086","01030501202",1,2389.9775390625,1,3,5,12,2,86,8,8,88,1,9,3,1,2,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,1,1,10,2002,97,78,1
"0103050120210701","01030501202107","01030501202",1,2389.9775390625,1,3,5,12,2,107,1,8,88,1,5,0,2,,1,2,,2,,,,,,,,2,1,2,1,1,1,1,2,2,,,,,,
"0103050120210702","01030501202107","01030501202",1,2389.9775390625,1,3,5,12,2,107,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213001","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,1,8,88,2,,,2,,7,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213002","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213003","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213004","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213005","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213006","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213007","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,7,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213008","01030501202130","01030501202",1,2389.9775390625,1,3,5,12,2,130,8,8,88,1,8,9,1,2,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213701","01030501202137","01030501202",1,336.616577148438,1,3,5,12,2,137,1,8,88,2,,,2,,7,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213702","01030501202137","01030501202",1,336.616577148438,1,3,5,12,2,137,2,8,88,2,,,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120213703","01030501202137","01030501202",1,336.616577148438,1,3,5,12,2,137,3,8,88,2,,,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120215201","01030501202152","01030501202",1,2389.9775390625,1,3,5,12,2,152,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,2,1,1,1,1,2,2,,,,,,
"0103050120215202","01030501202152","01030501202",1,2389.9775390625,1,3,5,12,2,152,2,8,88,1,2,0,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"0103050120215203","01030501202152","01030501202",1,2389.9775390625,1,3,5,12,2,152,3,8,88,1,9,2,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
